country,year,deaths_total,ecommerce_sales_usd_millions,internet_usage_percent
Hungary,2020,,1524310.223,
Hungary,2021,,1501265.117,
Hungary,2022,,1522040.034,
Hungary,2023,,2415691.359,
Iceland,2017,,28921.145,
Iceland,2018,,32196.364,
Iceland,2019,,56476.853,
India,1989,1852.0,,
India,1990,4801.0,,
India,1991,3724.0,,
India,1992,4163.0,,
India,1993,2326.0,,
India,1994,1435.0,,
India,1995,1079.0,,
India,1996,1333.0,,
India,1997,1448.0,,
India,1998,1623.0,,
India,1999,2563.0,,
India,2000,4103.0,,
India,2001,1931.0,,
India,2002,3031.0,,
India,2003,2442.0,,
India,2004,2527.0,,
India,2005,2015.0,,
India,2006,2155.0,,
India,2007,1775.0,,
India,2008,1863.0,,
India,2009,1621.0,,
India,2010,1633.0,,
India,2011,798.0,,
India,2012,801.0,,
India,2013,702.0,,
India,2014,734.0,,
India,2015,622.0,,
India,2016,762.0,,
India,2017,847.0,,
India,2018,952.0,,
India,2019,734.0,,
India,2020,754.0,,
India,2021,521.0,,
India,2022,393.0,,
India,2023,406.0,,
India,2024,552.0,,
Indonesia,1989,7.0,,
Indonesia,1990,200.0,,
Indonesia,1991,429.0,,
Indonesia,1992,53.0,,
Indonesia,1993,27.0,,
Indonesia,1994,12.0,,
Indonesia,1995,63.0,,
Indonesia,1996,36.0,,
Indonesia,1997,441.0,,
Indonesia,1998,141.0,,
Indonesia,1999,2421.0,,
Indonesia,2000,917.0,,
Indonesia,2001,884.0,,
Indonesia,2002,762.0,,
Indonesia,2003,1069.0,,
Indonesia,2004,1082.0,,
Indonesia,2005,242.0,,
Indonesia,2006,13.0,,
Indonesia,2007,2.0,,
Indonesia,2008,6.0,,
Indonesia,2011,9.0,,
Indonesia,2012,1.0,,
Indonesia,2013,20.0,,
Indonesia,2014,12.0,,
Indonesia,2015,4.0,,
Indonesia,2017,2.0,,
Indonesia,2018,37.0,7899.46,
Indonesia,2019,41.0,,
Indonesia,2020,35.0,,
Indonesia,2021,68.0,,
Indonesia,2022,64.0,52727.791,
Indonesia,2023,94.0,85421.005,
Indonesia,2024,77.0,,
Iran,1990,31.0,,
Iran,1991,44.0,,
Iran,1992,4.0,,
Iran,1993,153.0,,
Iran,1994,16.0,,
Iran,1995,17.0,,
Iran,1996,34.0,,
Iran,1997,37.0,,
Iran,1998,13.0,,
Iran,1999,19.0,,
Iran,2000,41.0,,
Iran,2001,112.0,,
Iran,2003,2.0,,
Iran,2005,54.0,,
Iran,2006,61.0,,
Iran,2007,86.0,,
Iran,2008,118.0,,
Iran,2009,208.0,,
Iran,2010,101.0,,
Iran,2011,220.0,,
Iran,2012,17.0,,
Iran,2013,11.0,,
Iran,2014,5.0,,
Iran,2015,25.0,,
Iran,2016,69.0,,
Iran,2017,58.0,,
Iran,2018,92.0,,
Iran,2019,313.0,,
Iran,2020,246.0,,
Iran,2021,82.0,,
Iran,2022,251.0,,
Iran,2023,43.0,,
Iran,2024,222.0,,
Iraq,1989,50.0,,
Iraq,1990,117.0,,
Iraq,1991,24501.0,,
Iraq,1992,846.0,,
Iraq,1993,368.0,,
Iraq,1994,995.0,,
Iraq,1995,1537.0,,
Iraq,1996,832.0,,
Iraq,1997,1628.0,,
Iraq,1998,96.0,,
Iraq,1999,308.0,,
Iraq,2000,193.0,,
Iraq,2001,56.0,,
Iraq,2002,111.0,,
Iraq,2003,8021.0,,
Iraq,2004,4366.0,,
Iraq,2005,3521.0,,
Iraq,2006,4598.0,,
Iraq,2007,4489.0,,
Iraq,2008,2765.0,,
Iraq,2009,1720.0,,
Iraq,2010,1857.0,,
Iraq,2011,1365.0,,
Iraq,2012,1407.0,,
Iraq,2013,4010.0,,
Iraq,2014,16437.0,,
Iraq,2015,11304.0,,
Iraq,2016,12025.0,,
Iraq,2017,11417.0,,
Iraq,2018,1448.0,,
Iraq,2019,960.0,,
Iraq,2020,945.0,,
Iraq,2021,1014.0,,
Iraq,2022,1027.0,,
Iraq,2023,498.0,,
Iraq,2024,409.0,,
Israel,1989,93.0,,
Israel,1990,43.0,,
Israel,1991,47.0,,
Israel,1992,72.0,,
Israel,1993,88.0,,
Israel,1994,116.0,,
Israel,1995,78.0,,
Israel,1996,132.0,,
Israel,1997,25.0,,
Israel,1998,6.0,,
Israel,1999,2.0,,
Israel,2000,109.0,,
Israel,2001,356.0,,
Israel,2002,892.0,,
Israel,2003,468.0,,
Israel,2004,522.0,,
Israel,2005,214.0,,
Israel,2006,557.0,,
Israel,2007,538.0,,
Israel,2008,738.0,,
Israel,2009,751.0,,
Israel,2010,75.0,,
Israel,2011,102.0,,
Israel,2012,253.0,,
Israel,2013,12.0,,
Israel,2014,2411.0,,
Israel,2015,16.0,,
Israel,2016,11.0,,
Israel,2017,25.0,,
Israel,2018,75.0,,
Israel,2019,83.0,,
Israel,2020,8.0,,
Israel,2021,280.0,,
Israel,2022,98.0,,
Israel,2023,27434.0,,
Israel,2024,21476.0,,
Italy,1993,0.0,,
Ivory Coast,1990,9.0,,
Ivory Coast,1991,0.0,,
Ivory Coast,1993,1.0,,
Ivory Coast,1994,4.0,,
Ivory Coast,1995,37.0,,
Ivory Coast,1996,35.0,,
Ivory Coast,1998,0.0,,
Ivory Coast,1999,0.0,,
Ivory Coast,2000,132.0,,
Ivory Coast,2001,2.0,,
Ivory Coast,2002,1063.0,,
Ivory Coast,2003,493.0,,
Ivory Coast,2004,304.0,,
Ivory Coast,2005,153.0,,
Ivory Coast,2006,11.0,,
Ivory Coast,2007,3.0,,
Ivory Coast,2008,4.0,,
Ivory Coast,2009,1.0,,
Ivory Coast,2010,80.0,,
Ivory Coast,2011,1256.0,,
Ivory Coast,2012,21.0,,
Ivory Coast,2013,4.0,,
Ivory Coast,2016,49.0,,
Ivory Coast,2020,3.0,,
Jamaica,1989,1.0,,
Jamaica,1994,5.0,,
Jamaica,2001,116.0,,
Jamaica,2002,22.0,,
Jordan,1992,1.0,,
Jordan,2005,59.0,,
Jordan,2015,1.0,,
Jordan,2016,37.0,,
Jordan,2024,3.0,,
Kazakhstan,2022,,13820.382,
Kazakhstan,2023,,17815.926,
Kazakhstan,2024,,24042.649,
Kenya,1989,63.0,,
Kenya,1990,7.0,,
Kenya,1991,17.0,,
Kenya,1992,159.0,,
Kenya,1993,287.0,,
Kenya,1994,34.0,,
Kenya,1995,60.0,,
Kenya,1996,170.0,,
Kenya,1997,212.0,,
Kenya,1998,322.0,,
Kenya,1999,229.0,,
Kenya,2000,261.0,,
Kenya,2001,192.0,,
Kenya,2002,45.0,,
Kenya,2003,7.0,,
Kenya,2004,20.0,,
Kenya,2005,215.0,,
Kenya,2006,219.0,,
Kenya,2007,200.0,,
Kenya,2008,783.0,,
Kenya,2009,170.0,,
Kenya,2010,87.0,,
Kenya,2011,144.0,,
Kenya,2012,309.0,,
Kenya,2013,267.0,,
Kenya,2014,344.0,,
Kenya,2015,389.0,,
Kenya,2016,130.0,,
Kenya,2017,228.0,,
Kenya,2018,164.0,,
Kenya,2019,188.0,,
Kenya,2020,151.0,,
Kenya,2021,135.0,,
Kenya,2022,101.0,,
Kenya,2023,224.0,,
Kenya,2024,112.0,,
Kingdom of eSwatini (Swaziland),1989,2.0,,
Kingdom of eSwatini (Swaziland),2019,1.0,,
Kingdom of eSwatini (Swaziland),2020,2.0,,
Kingdom of eSwatini (Swaziland),2021,48.0,,
Kingdom of eSwatini (Swaziland),2022,2.0,,
Kingdom of eSwatini (Swaziland),2023,3.0,,
Kuwait,1990,1329.0,,
Kuwait,1991,460.0,,
Kuwait,1996,1.0,,
Kuwait,2015,26.0,,
Kyrgyzstan,1999,14.0,,
Kyrgyzstan,2000,174.0,,
Kyrgyzstan,2006,6.0,,
Kyrgyzstan,2010,44.0,,
Kyrgyzstan,2015,1.0,,
Kyrgyzstan,2021,40.0,,
Kyrgyzstan,2022,68.0,,
Land Locked Developing Countries (LLDCs),2015,,,33.3
Land Locked Developing Countries (LLDCs),2015,,,25.0
Land Locked Developing Countries (LLDCs),2016,,,34.7
Land Locked Developing Countries (LLDCs),2016,,,26.7
Land Locked Developing Countries (LLDCs),2017,,,35.6
Land Locked Developing Countries (LLDCs),2018,,,37.6
Land Locked Developing Countries (LLDCs),2020,,,55.9
Land Locked Developing Countries (LLDCs),2021,,,56.7
Land Locked Developing Countries (LLDCs),2022,,,57.1
Land Locked Developing Countries (LLDCs),2023,,,59.5
Land Locked Developing Countries (LLDCs),2025,,,22.7
Laos,1989,30.0,,
Laos,1990,255.0,,
Laos,1993,3.0,,
Laos,1997,2.0,,
Laos,1999,2.0,,
Laos,2000,7.0,,
Laos,2002,4.0,,
Laos,2003,5.0,,
Laos,2004,4.0,,
Laos,2006,73.0,,
Least Developed Countries (LDCs),2015,,,28.2
Least Developed Countries (LDCs),2015,,,22.9
Least Developed Countries (LDCs),2016,,,29.9
Least Developed Countries (LDCs),2016,,,24.9
Least Developed Countries (LDCs),2017,,,31.4
Least Developed Countries (LDCs),2018,,,33.7
Least Developed Countries (LDCs),2020,,,44.7
Least Developed Countries (LDCs),2021,,,46.0
Least Developed Countries (LDCs),2022,,,47.2
Least Developed Countries (LDCs),2023,,,50.1
Least Developed Countries (LDCs),2025,,,19.8
Lebanon,1989,1097.0,,
Lebanon,1990,1903.0,,
Lebanon,1991,68.0,,
Lebanon,1992,132.0,,
Lebanon,1993,165.0,,
Lebanon,1994,144.0,,
Lebanon,1995,126.0,,
Lebanon,1996,214.0,,
Lebanon,1997,105.0,,
Lebanon,1998,85.0,,
Lebanon,1999,74.0,,
Lebanon,2000,59.0,,
Lebanon,2001,4.0,,
Lebanon,2002,0.0,,
Lebanon,2003,1.0,,
Lebanon,2005,3.0,,
Lebanon,2006,1194.0,,
Lebanon,2008,38.0,,
Lebanon,2011,4.0,,
Lebanon,2012,53.0,,
Lebanon,2013,179.0,,
Lebanon,2014,231.0,,
Lebanon,2015,200.0,,
Lebanon,2016,56.0,,
Lebanon,2017,297.0,,
Lebanon,2018,2.0,,
Lebanon,2020,20.0,,
Lebanon,2023,123.0,,
Lebanon,2024,4339.0,,
Lesotho,1998,78.0,,
Liberia,1989,45.0,,
Liberia,1990,3729.0,,
Liberia,1991,578.0,,
Liberia,1992,453.0,,
Liberia,1993,2673.0,,
Liberia,1994,4167.0,,
Liberia,1995,2290.0,,
Liberia,1996,3077.0,,
Liberia,1997,13.0,,
Liberia,1998,13.0,,
Liberia,1999,70.0,,
Liberia,2000,101.0,,
Liberia,2001,481.0,,
Liberia,2002,2259.0,,
Liberia,2003,3281.0,,
Liberia,2019,1.0,,
Liberia,2020,2.0,,
Liberia,2024,1.0,,
Libya,2008,6.0,,
Libya,2011,3914.0,,
Libya,2012,378.0,,
Libya,2013,36.0,,
Libya,2014,1455.0,,
Libya,2015,1594.0,,
Libya,2016,2349.0,,
Libya,2017,1096.0,,
Libya,2018,670.0,,
Libya,2019,1786.0,,
Libya,2020,690.0,,
Libya,2021,12.0,,
Libya,2022,13.0,,
Libya,2023,2.0,,
Libya,2024,2.0,,
Lithuania,2016,,302806.645,
Lithuania,2017,,271061.351,
Lithuania,2018,,482649.019,
Lithuania,2019,,349061.093,
Lithuania,2020,,549150.771,
Lithuania,2021,,779414.042,
Lithuania,2022,,499800.049,
Lithuania,2023,,719287.897,
Low-income,2015,,,21.2
Low-income,2015,,,13.2
Low-income,2016,,,22.0
Low-income,2016,,,13.7
Low-income,2017,,,22.5
Low-income,2018,,,23.4
Low-income,2020,,,36.0
Low-income,2021,,,36.9
Low-income,2022,,,37.4
Low-income,2023,,,39.0
Low-income,2025,,,12.4
Lower-middle-income,2015,,,52.3
Lower-middle-income,2015,,,49.4
Lower-middle-income,2016,,,55.4
Lower-middle-income,2016,,,53.2
Lower-middle-income,2017,,,58.9
Lower-middle-income,2018,,,62.9
Lower-middle-income,2020,,,67.5
Lower-middle-income,2021,,,70.0
Lower-middle-income,2022,,,72.8
Lower-middle-income,2023,,,77.0
Lower-middle-income,2025,,,42.3
Luxembourg,2016,,53155.698,
Luxembourg,2017,,59254.375,
Luxembourg,2018,,75097.011,
Luxembourg,2019,,77508.159,
Luxembourg,2020,,78285.549,
Luxembourg,2021,,123285.302,
Luxembourg,2022,,126617.937,
Luxembourg,2023,,114766.393,
Madagascar,2002,79.0,,
Madagascar,2009,113.0,,
Madagascar,2012,15.0,,
Madagascar,2017,1.0,,
Madagascar,2019,3.0,,
Madagascar,2020,23.0,,
Malaysia,2013,70.0,,
Malaysia,2015,,896204.009,
Malaysia,2017,1.0,924146.407,
Malaysia,2019,,1458237.326,
Malaysia,2021,,2134822.031,
Malaysia,2022,,2192337.563,
Malaysia,2023,,2196368.904,
Mali,1990,582.0,,
Mali,1991,247.0,,
Mali,1992,86.0,,
Mali,1993,0.0,,
Mali,1994,729.0,,
Mali,1995,4.0,,
Mali,1997,22.0,,
Mali,1999,59.0,,
Mali,2002,5.0,,
Mali,2004,20.0,,
Mali,2005,12.0,,
Mali,2007,39.0,,
Mali,2008,113.0,,
Mali,2009,127.0,,
Mali,2010,28.0,,
Mali,2011,23.0,,
Mali,2012,359.0,,
Mali,2013,881.0,,
Mali,2014,291.0,,
Mali,2015,256.0,,
Mali,2016,198.0,,
Mali,2017,612.0,,
Mali,2018,1281.0,,
Mali,2019,1227.0,,
Mali,2020,1543.0,,
Mali,2021,1287.0,,
Mali,2022,3656.0,,
Mali,2023,2118.0,,
Mali,2024,1901.0,,
Malta,1995,0.0,,
Malta,2016,,27102.346,
Malta,2017,,8006.481,
Malta,2018,,9094.01,
Malta,2019,,41369.819,
Malta,2020,,54881.665,
Malta,2021,,64974.677,
Malta,2022,,47683.949,
Malta,2023,,45253.699,
Mauritania,1989,128.0,,
Mauritania,1990,29.0,,
Mauritania,1992,0.0,,
Mauritania,2007,4.0,,
Mauritania,2008,12.0,,
Mauritania,2009,1.0,,
Mauritania,2010,1.0,,
Mauritania,2011,13.0,,
Mauritania,2012,1.0,,
Mauritania,2019,1.0,,
Mauritania,2020,0.0,,
Mauritania,2023,6.0,,
Mauritania,2024,3.0,,
Mexico,1989,3.0,,
Mexico,1990,4.0,,
Mexico,1992,16.0,,
Mexico,1993,34.0,,
Mexico,1994,153.0,,
Mexico,1995,22.0,,
Mexico,1996,43.0,,
Mexico,1997,58.0,,
Mexico,1998,7.0,,
Mexico,2002,27.0,,
Mexico,2004,220.0,,
Mexico,2005,204.0,,
Mexico,2006,670.0,,
Mexico,2007,1946.0,,
Mexico,2008,3743.0,,
Mexico,2009,5607.0,,
Mexico,2010,6215.0,,
Mexico,2011,4945.0,,
Mexico,2012,5966.0,,
Mexico,2013,4478.0,,
Mexico,2014,3357.0,,
Mexico,2015,4527.0,,
Mexico,2016,4306.0,,
Mexico,2017,9725.0,,
Mexico,2018,11247.0,,
Mexico,2019,10486.0,,
Mexico,2020,13431.0,,
Mexico,2021,15119.0,,
Mexico,2022,12555.0,,
Mexico,2023,10899.0,,
Mexico,2024,11022.0,,
Moldova,1992,585.0,,
Morocco,1989,207.0,,
Morocco,1991,19.0,,
Morocco,2003,34.0,,
Morocco,2011,17.0,,
Morocco,2020,2.0,,
Morocco,2021,6.0,,
Morocco,2022,14.0,,
Morocco,2023,5.0,,
Morocco,2024,7.0,,
Mozambique,1989,1552.0,,
Mozambique,1990,1759.0,,
Mozambique,1991,1961.0,,
Mozambique,1992,521.0,,
Mozambique,1993,2.0,,
Mozambique,1994,2.0,,
Mozambique,1995,1.0,,
Mozambique,2004,1.0,,
Mozambique,2005,13.0,,
Mozambique,2010,7.0,,
Mozambique,2012,2.0,,
Mozambique,2013,45.0,,
Mozambique,2014,33.0,,
Mozambique,2016,68.0,,
Mozambique,2017,3.0,,
Mozambique,2018,171.0,,
Mozambique,2019,597.0,,
Mozambique,2020,1627.0,,
Mozambique,2021,1918.0,,
Mozambique,2022,717.0,,
Mozambique,2023,271.0,,
Mozambique,2024,522.0,,
Myanmar,1989,1534.0,,
Myanmar,1990,796.0,,
Myanmar,1991,1375.0,,
Myanmar,1992,1749.0,,
Myanmar,1993,145.0,,
Myanmar,1994,794.0,,
Myanmar,1995,1496.0,,
Myanmar,1996,591.0,,
Myanmar,1997,788.0,,
Myanmar,1998,581.0,,
Myanmar,1999,369.0,,
Myanmar,2000,748.0,,
Myanmar,2001,387.0,,
Myanmar,2002,543.0,,
Myanmar,2003,272.0,,
Myanmar,2004,177.0,,
Myanmar,2005,449.0,,
Myanmar,2006,452.0,,
Myanmar,2007,704.0,,
Myanmar,2008,102.0,,
Myanmar,2009,225.0,,
Myanmar,2010,185.0,,
Myanmar,2011,811.0,,
Myanmar,2012,971.0,,
Myanmar,2013,358.0,,
Myanmar,2014,256.0,,
Myanmar,2015,705.0,,
Myanmar,2016,183.0,,
Myanmar,2017,2395.0,,
Myanmar,2018,122.0,,
Myanmar,2019,587.0,,
Myanmar,2020,207.0,,
Myanmar,2021,1781.0,,
Myanmar,2022,2761.0,,
Myanmar,2023,3065.0,,
Myanmar,2024,2896.0,,
Namibia,1994,0.0,,
Namibia,1996,2.0,,
Namibia,1999,1.0,,
Namibia,2000,60.0,,
Namibia,2002,0.0,,
Nepal,1990,14.0,,
Nepal,1991,2.0,,
Nepal,1992,0.0,,
Nepal,1993,3.0,,
Nepal,1994,0.0,,
Nepal,1995,0.0,,
Nepal,1996,77.0,,
Nepal,1997,48.0,,
Nepal,1998,357.0,,
Nepal,1999,295.0,,
Nepal,2000,365.0,,
Nepal,2001,569.0,,
Nepal,2002,4432.0,,
Nepal,2003,1732.0,,
Nepal,2004,2456.0,,
Nepal,2005,1399.0,,
Nepal,2006,566.0,,
Nepal,2007,31.0,,
Nepal,2008,0.0,,
Nepal,2009,9.0,,
Nepal,2022,1.0,,
Netherlands,1990,2.0,,
Netherlands,2015,0.0,,
Netherlands,2016,,3742001.906,
Netherlands,2017,,3438395.966,
Netherlands,2018,,4785683.25,
Netherlands,2019,,4696449.543,
Netherlands,2020,,6075442.444,
Netherlands,2021,,10535223.966,
Netherlands,2022,,8884484.01,
Nicaragua,1989,526.0,,
Nicaragua,1990,39.0,,
Niger,1989,170.0,,
Niger,1990,200.0,,
Niger,1991,40.0,,
Niger,1992,29.0,,
Niger,1993,6.0,,
Niger,1994,50.0,,
Niger,1995,67.0,,
Niger,1996,14.0,,
Niger,1997,81.0,,
Niger,1998,147.0,,
Niger,2004,4.0,,
Niger,2007,98.0,,
Niger,2008,68.0,,
Niger,2012,1.0,,
Niger,2013,31.0,,
Niger,2014,5.0,,
Niger,2015,533.0,,
Niger,2016,299.0,,
Niger,2017,248.0,,
Niger,2018,181.0,,
Niger,2019,454.0,,
Niger,2020,820.0,,
Niger,2021,1130.0,,
Niger,2022,664.0,,
Niger,2023,513.0,,
Niger,2024,1222.0,,
Nigeria,1990,89.0,,
Nigeria,1991,380.0,,
Nigeria,1992,943.0,,
Nigeria,1993,1185.0,,
Nigeria,1994,90.0,,
Nigeria,1995,1.0,,
Nigeria,1996,87.0,,
Nigeria,1997,595.0,,
Nigeria,1998,357.0,,
Nigeria,1999,3519.0,,
Nigeria,2000,2104.0,,
Nigeria,2001,2437.0,,
Nigeria,2002,629.0,,
Nigeria,2003,449.0,,
Nigeria,2004,2136.0,,
Nigeria,2005,233.0,,
Nigeria,2006,231.0,,
Nigeria,2007,157.0,,
Nigeria,2008,432.0,,
Nigeria,2009,533.0,,
Nigeria,2010,980.0,,
Nigeria,2011,1831.0,,
Nigeria,2012,2022.0,,
Nigeria,2013,3391.0,,
Nigeria,2014,10346.0,,
Nigeria,2015,9121.0,,
Nigeria,2016,3949.0,,
Nigeria,2017,3589.0,,
Nigeria,2018,3243.0,,
Nigeria,2019,2455.0,,
Nigeria,2020,3079.0,,
Nigeria,2021,3171.0,,
Nigeria,2022,2917.0,,
Nigeria,2023,3971.0,,
Nigeria,2024,3170.0,,
North Macedonia,1999,6.0,,
North Macedonia,2000,3.0,,
North Macedonia,2001,72.0,,
North Macedonia,2019,,0.0,
North Macedonia,2020,,0.274,
North Macedonia,2021,,0.0,
Norway,2016,,2419854.218,
Norway,2017,,2769907.98,
Norway,2018,,3592884.855,
Norway,2019,,2014635.213,
Norway,2020,,2871476.585,
Norway,2021,,2591379.245,
Norway,2022,,2379679.404,
Norway,2023,,3134311.157,
Pakistan,1989,114.0,,
Pakistan,1990,386.0,,
Pakistan,1991,62.0,,
Pakistan,1992,72.0,,
Pakistan,1993,48.0,,
Pakistan,1994,169.0,,
Pakistan,1995,127.0,,
Pakistan,1996,64.0,,
Pakistan,1997,123.0,,
Pakistan,1998,121.0,,
Pakistan,1999,57.0,,
Pakistan,2000,59.0,,
Pakistan,2001,42.0,,
Pakistan,2002,170.0,,
Pakistan,2003,242.0,,
Pakistan,2004,430.0,,
Pakistan,2005,168.0,,
Pakistan,2006,427.0,,
Pakistan,2007,1380.0,,
Pakistan,2008,4621.0,,
Pakistan,2009,7512.0,,
Pakistan,2010,7251.0,,
Pakistan,2011,3475.0,,
Pakistan,2012,3583.0,,
Pakistan,2013,2914.0,,
Pakistan,2014,3639.0,,
Pakistan,2015,2454.0,,
Pakistan,2016,1100.0,,
Pakistan,2017,960.0,,
Pakistan,2018,483.0,,
Pakistan,2019,293.0,,
Pakistan,2020,409.0,,
Pakistan,2021,452.0,,
Pakistan,2022,719.0,,
Pakistan,2023,1178.0,,
Pakistan,2024,1885.0,,
Panama,1989,920.0,,
Panama,2009,1.0,,
Papua New Guinea,1989,14.0,,
Papua New Guinea,1990,61.0,,
Papua New Guinea,1991,29.0,,
Papua New Guinea,1992,61.0,,
Papua New Guinea,1993,40.0,,
Papua New Guinea,1994,26.0,,
Papua New Guinea,1995,33.0,,
Papua New Guinea,1996,106.0,,
Papua New Guinea,1997,12.0,,
Papua New Guinea,1998,40.0,,
Papua New Guinea,1999,60.0,,
Papua New Guinea,2000,13.0,,
Papua New Guinea,2001,65.0,,
Papua New Guinea,2002,7.0,,
Papua New Guinea,2012,57.0,,
Papua New Guinea,2019,30.0,,
Papua New Guinea,2021,38.0,,
Papua New Guinea,2022,109.0,,
Papua New Guinea,2023,1.0,,
Papua New Guinea,2024,135.0,,
Paraguay,1989,150.0,,
Paraguay,2016,1.0,,
Paraguay,2018,1.0,,
Paraguay,2020,1.0,,
Paraguay,2021,4.0,,
Peru,1989,1945.0,,
Peru,1990,1228.0,,
Peru,1991,1350.0,,
Peru,1992,1195.0,,
Peru,1993,779.0,,
Peru,1994,369.0,,
Peru,1995,274.0,,
Peru,1996,105.0,,
Peru,1997,116.0,,
Peru,1998,33.0,,
Peru,1999,89.0,,
Peru,2000,5.0,,
Peru,2001,21.0,,
Peru,2002,13.0,,
Peru,2003,13.0,,
Peru,2004,3.0,,
Peru,2005,0.0,,
Peru,2006,11.0,,
Peru,2007,32.0,,
Peru,2008,40.0,,
Peru,2009,54.0,,
Peru,2010,29.0,,
Peru,2011,15.0,,
Peru,2013,3.0,,
Peru,2014,14.0,,
Peru,2015,9.0,,
Peru,2016,11.0,,
Peru,2017,7.0,,
Peru,2019,2.0,,
Peru,2020,11.0,,
Peru,2021,20.0,,
Peru,2022,14.0,,
Peru,2023,12.0,,
Philippines,1989,984.0,,
Philippines,1990,1362.0,,
Philippines,1991,1549.0,,
Philippines,1992,445.0,,
Philippines,1993,318.0,,
Philippines,1994,308.0,,
Philippines,1995,188.0,,
Philippines,1996,199.0,,
Philippines,1997,322.0,,
Philippines,1998,138.0,,
Philippines,1999,219.0,,
Philippines,2000,1761.0,,
Philippines,2001,1053.0,,
Philippines,2002,763.0,,
Philippines,2003,1134.0,,
Philippines,2004,471.0,,
Philippines,2005,487.0,,
Philippines,2006,434.0,,
Philippines,2007,483.0,,
Philippines,2008,566.0,,
Philippines,2009,1048.0,,
Philippines,2010,372.0,,
Philippines,2011,414.0,,
Philippines,2012,311.0,,
Philippines,2013,537.0,2922.379,
Philippines,2014,484.0,2650.429,
Philippines,2015,628.0,2950.417,
Philippines,2016,616.0,2630.752,
Philippines,2017,1713.0,6598.963,
Philippines,2018,436.0,,
Philippines,2019,364.0,10065.431,
Philippines,2020,376.0,8187.52,
Philippines,2021,310.0,13327.93,
Philippines,2022,247.0,12223.961,
Philippines,2023,269.0,,
Philippines,2024,204.0,,
Poland,2016,,3133575.717,
Poland,2017,,1325163.941,
Poland,2018,,3878734.465,
Poland,2019,,2809202.88,
Poland,2020,,2935645.057,
Poland,2021,,3885863.433,
Poland,2022,2.0,4437574.795,
Poland,2023,,5375138.137,
Portugal,2016,,329583.834,
Portugal,2017,,348278.448,
Portugal,2018,,402986.482,
Portugal,2019,,418748.754,
Portugal,2020,,387304.446,
Portugal,2021,,448230.334,
Portugal,2022,,484270.174,
Portugal,2023,,640682.886,
Qatar,2004,0.0,,
Republic of Korea,2012,,3954874.746,
Republic of Korea,2013,,4261815.929,
Republic of Korea,2014,,43028.843,
Republic of Korea,2015,,47796.541,
Republic of Korea,2016,,56529.017,
Republic of Korea,2017,,83276.477,
Republic of Korea,2018,,102997.443,
Republic of Korea,2019,,117217.968,
Republic of Korea,2020,,134108.745,
Republic of Korea,2021,,168472.122,
Republic of Korea,2022,,167389.907,
Republic of Korea,2023,,185504.891,
Republic of Korea,2024,,384341.966,
Romania,1989,448.0,,
Russia,1989,160.0,,
Russia,1990,393.0,,
Russia,1991,340.0,,
Russia,1992,1.0,,
Russia,1993,145.0,,
Russia,1994,485.0,,
Russia,1995,1910.0,,
Russia,1996,2764.0,,
Russia,1997,13.0,,
Russia,1998,7.0,,
Russia,1999,6197.0,,
Russia,2000,4333.0,,
Russia,2001,992.0,,
Russia,2002,1508.0,,
Russia,2003,548.0,,
Russia,2004,1317.0,,
Russia,2005,688.0,,
Russia,2006,260.0,,
Russia,2007,182.0,,
Russia,2008,410.0,,
Russia,2009,698.0,,
Russia,2010,481.0,,
Russia,2011,396.0,,
Russia,2012,525.0,,
Russia,2013,365.0,,
Russia,2014,176.0,,
Russia,2015,86.0,,
Russia,2016,78.0,,
Russia,2017,53.0,,
Russia,2018,38.0,,
Russia,2019,26.0,,
Russia,2020,33.0,,
Russia,2021,2.0,,
Russia,2022,67.0,,
Russia,2023,204.0,,
Russia,2024,7819.0,,
Rwanda,1990,2647.0,,
Rwanda,1991,1102.0,,
Rwanda,1992,647.0,,
Rwanda,1993,977.0,,
Rwanda,1994,772463.0,,
Rwanda,1995,4232.0,,
Rwanda,1996,876.0,,
Rwanda,1997,7201.0,,
Rwanda,1998,1774.0,,
Rwanda,1999,29.0,,
Rwanda,2001,2044.0,,
Rwanda,2004,16.0,,
Rwanda,2009,2.0,,
Rwanda,2011,0.0,,
Rwanda,2012,13.0,,
Rwanda,2013,4.0,,
Rwanda,2016,27.0,,
Rwanda,2017,10.0,,
Rwanda,2018,18.0,,
Rwanda,2019,19.0,,
Rwanda,2021,7.0,,
Rwanda,2022,8.0,,
Rwanda,2024,1.0,,
Saudi Arabia,1991,91.0,,
Saudi Arabia,2003,26.0,,
Saudi Arabia,2004,91.0,,
Saudi Arabia,2005,31.0,,
Saudi Arabia,2006,11.0,,
Saudi Arabia,2007,2.0,,
Saudi Arabia,2015,113.0,,
Saudi Arabia,2016,125.0,,
Saudi Arabia,2017,45.0,,
Saudi Arabia,2018,11.0,,
Saudi Arabia,2019,6.0,,
Saudi Arabia,2020,0.0,,
Saudi Arabia,2021,6.0,,
Saudi Arabia,2023,9.0,,
Senegal,1989,121.0,,
Senegal,1990,84.0,,
Senegal,1991,16.0,,
Senegal,1992,135.0,,
Senegal,1993,285.0,,
Senegal,1995,329.0,,
Senegal,1996,5.0,,
Senegal,1997,366.0,,
Senegal,1998,343.0,,
Senegal,1999,31.0,,
Senegal,2000,56.0,,
Senegal,2001,47.0,,
Senegal,2002,45.0,,
Senegal,2003,39.0,,
Senegal,2004,3.0,,
